blend_id,component_class,component_name,component_property_param_title,component_property_param_value,oil_property_param_title,oil_property_param_value_x,oil_property_param_value_y,oil_type,polymer,smiles_x,smiles_y
49743a76-a614-11ee-9529-005056921581,базовое масло 1 гр,615537f6-1f8f-4240-a5e9-8f7be344ecd3,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,103300.0,103300.0,3fa07e0a-415c-496d-b88b-557855cb3e77,no,CCCCC,CCCCC
49743a76-a614-11ee-9529-005056921581,базовое масло 1 гр,615537f6-1f8f-4240-a5e9-8f7be344ecd3,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,103300.0,103300.0,3fa07e0a-415c-496d-b88b-557855cb3e77,no,CCCCC,CCCC(C)CCC
49743a76-a614-11ee-9529-005056921581,базовое масло 1 гр,615537f6-1f8f-4240-a5e9-8f7be344ecd3,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,103300.0,103300.0,3fa07e0a-415c-496d-b88b-557855cb3e77,no,CCCCC,CCC(C(OC)=O)CC
49743a76-a614-11ee-9529-005056921581,базовое масло 1 гр,615537f6-1f8f-4240-a5e9-8f7be344ecd3,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,103300.0,103300.0,3fa07e0a-415c-496d-b88b-557855cb3e77,no,CCCCC,CCCCC(C)C
49743a76-a614-11ee-9529-005056921581,базовое масло 1 гр,615537f6-1f8f-4240-a5e9-8f7be344ecd3,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,103300.0,103300.0,3fa07e0a-415c-496d-b88b-557855cb3e77,no,CCCCC,CC(C)(C)CC(C)(C)C
f320857e-dce9-11ed-803e-005056921581,базовое масло 1 гр,615537f6-1f8f-4240-a5e9-8f7be344ecd3,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,103100.0,103100.0,3fa07e0a-415c-496d-b88b-557855cb3e77,no,CCCCC,CCCCC
f320857e-dce9-11ed-803e-005056921581,базовое масло 1 гр,615537f6-1f8f-4240-a5e9-8f7be344ecd3,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,103100.0,103100.0,3fa07e0a-415c-496d-b88b-557855cb3e77,no,CCCCC,CCCC(C)CCC
f320857e-dce9-11ed-803e-005056921581,базовое масло 1 гр,615537f6-1f8f-4240-a5e9-8f7be344ecd3,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,103100.0,103100.0,3fa07e0a-415c-496d-b88b-557855cb3e77,no,CCCCC,CCC(C(OC)=O)CC
f320857e-dce9-11ed-803e-005056921581,базовое масло 1 гр,615537f6-1f8f-4240-a5e9-8f7be344ecd3,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,103100.0,103100.0,3fa07e0a-415c-496d-b88b-557855cb3e77,no,CCCCC,CCCCC(C)C
f320857e-dce9-11ed-803e-005056921581,базовое масло 1 гр,615537f6-1f8f-4240-a5e9-8f7be344ecd3,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,103100.0,103100.0,3fa07e0a-415c-496d-b88b-557855cb3e77,no,CCCCC,CC(C)CCCCC
f320857e-dce9-11ed-803e-005056921581,базовое масло 1 гр,615537f6-1f8f-4240-a5e9-8f7be344ecd3,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,103100.0,103100.0,3fa07e0a-415c-496d-b88b-557855cb3e77,no,CCCCC,CC(C)(C)CC(C)(C)C
58e62d54-c6fc-11ed-863f-005056921581,базовое масло 3 гр,6314fabc-8e78-42be-87fb-948ba3bee8f9,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,161250.0,161250.0,60c1209c-8e77-467e-a01f-b6321801a260,no,CCCC(C)CCC,CCCC(C)CCC
58e62d54-c6fc-11ed-863f-005056921581,базовое масло 3 гр,6314fabc-8e78-42be-87fb-948ba3bee8f9,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,161250.0,161250.0,60c1209c-8e77-467e-a01f-b6321801a260,no,CCCC(C)CCC,CCC(C(OC)=O)CC
58e62d54-c6fc-11ed-863f-005056921581,базовое масло 3 гр,6314fabc-8e78-42be-87fb-948ba3bee8f9,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,161250.0,161250.0,60c1209c-8e77-467e-a01f-b6321801a260,no,CCCC(C)CCC,CC(C)CCCCC
0366a302-d9cd-11ed-96ad-005056921581,,c0c33364-a1c5-42eb-9154-89c982c6f562,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,6806.0,6806.0,c8de281b-54cc-454f-a47b-9b78fed139e4,,,CCCCCC
0366a302-d9cd-11ed-96ad-005056921581,,c0c33364-a1c5-42eb-9154-89c982c6f562,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,6806.0,6806.0,c8de281b-54cc-454f-a47b-9b78fed139e4,,,CC(OCCCCOC)=O
0366a302-d9cd-11ed-96ad-005056921581,,c0c33364-a1c5-42eb-9154-89c982c6f562,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,6806.0,6806.0,c8de281b-54cc-454f-a47b-9b78fed139e4,,,CC(C(OCCCC)=O)C(OCCCC)=O
0366a302-d9cd-11ed-96ad-005056921581,,c0c33364-a1c5-42eb-9154-89c982c6f562,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,6806.0,6806.0,c8de281b-54cc-454f-a47b-9b78fed139e4,,,CCCCCCC(C(C)CCCCCCC)CC(C)CCCCCC
388fac92-e18d-11ec-8487-005056921581,базовое масло 3 гр,b26322a8-b4fa-41cc-a755-757b41d22919,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,116600.0,116600.0,60c1209c-8e77-467e-a01f-b6321801a260,no,CCC(C)CCCC,CCC(C)CCCC
388fac92-e18d-11ec-8487-005056921581,базовое масло 3 гр,b26322a8-b4fa-41cc-a755-757b41d22919,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,116600.0,116600.0,60c1209c-8e77-467e-a01f-b6321801a260,no,CCC(C)CCCC,CCCCC
388fac92-e18d-11ec-8487-005056921581,базовое масло 3 гр,b26322a8-b4fa-41cc-a755-757b41d22919,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,116600.0,116600.0,60c1209c-8e77-467e-a01f-b6321801a260,no,CCC(C)CCCC,CCCC(C)CCC
388fac92-e18d-11ec-8487-005056921581,базовое масло 3 гр,b26322a8-b4fa-41cc-a755-757b41d22919,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,116600.0,116600.0,60c1209c-8e77-467e-a01f-b6321801a260,no,CCC(C)CCCC,CCC(C(OC)=O)CC
388fac92-e18d-11ec-8487-005056921581,базовое масло 3 гр,b26322a8-b4fa-41cc-a755-757b41d22919,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,116600.0,116600.0,60c1209c-8e77-467e-a01f-b6321801a260,no,CCC(C)CCCC,CCCCC(C)C
388fac92-e18d-11ec-8487-005056921581,базовое масло 3 гр,b26322a8-b4fa-41cc-a755-757b41d22919,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,116600.0,116600.0,60c1209c-8e77-467e-a01f-b6321801a260,no,CCC(C)CCCC,CC(C)CCCCC
9344ed20-2177-11ee-97a6-005056921581,базовое масло 2 гр,94c6da88-8acb-4198-84c5-4f20642d8605,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,90075.0,90075.0,60c1209c-8e77-467e-a01f-b6321801a260,no,CCC(C)(C)CC,CCC(C)(C)CC
9344ed20-2177-11ee-97a6-005056921581,базовое масло 2 гр,94c6da88-8acb-4198-84c5-4f20642d8605,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,90075.0,90075.0,60c1209c-8e77-467e-a01f-b6321801a260,no,CCC(C)(C)CC,O=C(OC)C(C)(CCC)C
9344ed20-2177-11ee-97a6-005056921581,базовое масло 2 гр,94c6da88-8acb-4198-84c5-4f20642d8605,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,90075.0,90075.0,60c1209c-8e77-467e-a01f-b6321801a260,no,CCC(C)(C)CC,CCCCC(C)C
9344ed20-2177-11ee-97a6-005056921581,базовое масло 2 гр,94c6da88-8acb-4198-84c5-4f20642d8605,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,90075.0,90075.0,60c1209c-8e77-467e-a01f-b6321801a260,no,CCC(C)(C)CC,CC(C)CCCCC
9344ed20-2177-11ee-97a6-005056921581,базовое масло 2 гр,94c6da88-8acb-4198-84c5-4f20642d8605,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,90075.0,90075.0,60c1209c-8e77-467e-a01f-b6321801a260,no,CCC(C)(C)CC,CC(C)(C)CC(C)(C)C
1ea31690-1a2f-11ed-8e4b-005056921581,базовое масло 1 гр,615537f6-1f8f-4240-a5e9-8f7be344ecd3,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,,ad7e6027-00b8-4c27-918c-d1561f949ad8,26595.0,26595.0,c25411c1-0bec-41f3-8eee-81daaed2b890,no,CCCCC,CCCCC
1ea31690-1a2f-11ed-8e4b-005056921581,базовое масло 1 гр,615537f6-1f8f-4240-a5e9-8f7be344ecd3,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,,ad7e6027-00b8-4c27-918c-d1561f949ad8,26595.0,26595.0,c25411c1-0bec-41f3-8eee-81daaed2b890,no,CCCCC,CCCC(C)CCC
1ea31690-1a2f-11ed-8e4b-005056921581,базовое масло 1 гр,615537f6-1f8f-4240-a5e9-8f7be344ecd3,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,,ad7e6027-00b8-4c27-918c-d1561f949ad8,26595.0,26595.0,c25411c1-0bec-41f3-8eee-81daaed2b890,no,CCCCC,CCC(C(OC)=O)CC
1ea31690-1a2f-11ed-8e4b-005056921581,базовое масло 1 гр,615537f6-1f8f-4240-a5e9-8f7be344ecd3,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,,ad7e6027-00b8-4c27-918c-d1561f949ad8,26595.0,26595.0,c25411c1-0bec-41f3-8eee-81daaed2b890,no,CCCCC,CCCCCC
b6d34fba-853c-11ee-9d2f-005056921581,базовое масло 3 гр,6314fabc-8e78-42be-87fb-948ba3bee8f9,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,7507.0,7507.0,60c1209c-8e77-467e-a01f-b6321801a260,no,CCCC(C)CCC,CCCC(C)CCC
b6d34fba-853c-11ee-9d2f-005056921581,базовое масло 3 гр,6314fabc-8e78-42be-87fb-948ba3bee8f9,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,7507.0,7507.0,60c1209c-8e77-467e-a01f-b6321801a260,no,CCCC(C)CCC,CCC(C(OC)=O)CC
b6d34fba-853c-11ee-9d2f-005056921581,базовое масло 3 гр,6314fabc-8e78-42be-87fb-948ba3bee8f9,02236ee6-5eec-4368-a2e4-6f2e73fb0f96,0.0,ad7e6027-00b8-4c27-918c-d1561f949ad8,7507.0,7507.0,60c1209c-8e77-467e-a01f-b6321801a260,no,CCCC(C)CCC,CCCCCCC
01d12ce2-ddec-11ed-8992-005056921581,депрессорная присадка,a6715883-185b-411b-a05c-cdbb0675d5cd,38b06d9a-bcf2-40de-8e1b-9c3988c42406,,ad7e6027-00b8-4c27-918c-d1561f949ad8,12530.0,12530.0,c8de281b-54cc-454f-a47b-9b78fed139e4,yes,CCC(C(OC)=O)CC,CCC(C(OC)=O)CC
